price,boillinger_top,boillinger_bottom,klinger,rsi
0.017352,0.017455,0.017364,-8.0,37.93
0.017366,0.017455,0.017361,-13.0,42.23
0.017373,0.017455,0.017359,-6.0,44.31
0.017368,0.017455,0.017357,-11.0,43.12
0.017381,0.017454,0.017356,-7.0,47.10
0.017387,0.017454,0.017355,-3.0,48.89
0.017374,0.017454,0.017354,-5.0,45.32
0.017362,0.017455,0.017352,-7.0,42.26
0.017367,0.017455,0.017351,-10.0,43.96
0.017375,0.017456,0.017350,-6.0,46.66
0.017370,0.017456,0.017349,-8.0,45.20
0.017363,0.017455,0.017347,-7.0,43.15
0.017368,0.017455,0.017345,-4.0,45.06
0.017385,0.017454,0.017345,3.0,51.09
0.017390,0.017453,0.017344,4.0,52.73
0.017399,0.017453,0.017344,9.0,55.62
0.017400,0.017451,0.017344,10.0,55.97
0.017406,0.017451,0.017344,10.0,58.08
0.017397,0.017450,0.017344,2.0,53.90
0.017381,0.017450,0.017344,-1.0,47.37
0.017389,0.017449,0.017343,-4.0,50.59
0.017391,0.017449,0.017343,-1.0,51.39
0.017394,0.017448,0.017343,1.0,52.63
0.017420,0.017447,0.017343,4.0,61.75
0.017405,0.017444,0.017345,-1.0,55.16
0.017411,0.017440,0.017347,0.0,57.27
0.017386,0.017439,0.017347,-1.0,47.26
0.017397,0.017435,0.017348,0.0,51.29
0.017383,0.017433,0.017349,-2.0,46.43
0.017396,0.017431,0.017349,1.0,51.07
0.017378,0.017431,0.017349,-3.0,45.22
0.017380,0.017430,0.017349,-3.0,45.96
0.017362,0.017429,0.017348,-9.0,40.64
0.017365,0.017427,0.017347,-8.0,41.85
0.017359,0.017425,0.017347,-9.0,40.09
0.017364,0.017422,0.017347,-3.0,42.27
0.017360,0.017420,0.017347,-3.0,40.99
0.017370,0.017415,0.017349,0.0,45.44
0.017378,0.017415,0.017349,2.0,48.78
0.017375,0.017415,0.017349,1.0,47.60
0.017370,0.017414,0.017349,-1.0,45.63
0.017372,0.017414,0.017349,-4.0,46.58
0.017369,0.017414,0.017349,-6.0,45.30
0.017373,0.017414,0.017348,-1.0,47.38
0.017384,0.017413,0.017348,3.0,52.71
0.017391,0.017413,0.017349,8.0,56.00
0.017367,0.017413,0.017349,3.0,44.56
0.017364,0.017412,0.017350,-1.0,43.37
0.017350,0.017413,0.017348,-4.0,38.22
0.017351,0.017414,0.017345,-4.0,38.82
0.017349,0.017415,0.017344,-8.0,38.03
0.017351,0.017415,0.017342,-3.0,39.37
0.017355,0.017415,0.017341,5.0,42.07
0.017346,0.017416,0.017340,-1.0,37.97
0.017347,0.017416,0.017338,-7.0,38.69
0.017332,0.017418,0.017334,-29.0,32.23
0.017343,0.017419,0.017333,-12.0,40.12
0.017347,0.017419,0.017332,-4.0,42.73
0.017337,0.017419,0.017328,-9.0,37.94
0.017333,0.017419,0.017326,-13.0,36.19
0.017364,0.017417,0.017326,7.0,53.92
0.017385,0.017416,0.017326,19.0,61.69
0.017372,0.017415,0.017327,11.0,55.46
0.017362,0.017413,0.017326,-1.0,51.17
0.017371,0.017413,0.017326,12.0,54.57
0.017383,0.017413,0.017326,14.0,58.70
0.017388,0.017412,0.017327,16.0,60.32
0.017391,0.017412,0.017327,30.0,61.30
0.017381,0.017409,0.017328,15.0,56.31
0.017372,0.017407,0.017329,10.0,52.19
0.017385,0.017405,0.017330,17.0,57.08
0.017387,0.017403,0.017332,17.0,57.79
0.017381,0.017402,0.017332,10.0,54.84
0.017389,0.017402,0.017332,11.0,57.92
0.017396,0.017403,0.017332,11.0,60.47
0.017383,0.017402,0.017332,6.0,53.95
0.017376,0.017401,0.017332,-6.0,50.77
0.017372,0.017401,0.017332,-12.0,48.99
0.017380,0.017402,0.017332,-3.0,52.57
0.017372,0.017402,0.017332,-11.0,48.88
0.017381,0.017402,0.017333,5.0,52.88
0.017387,0.017403,0.017333,11.0,55.39
0.017391,0.017405,0.017333,14.0,57.03
0.017398,0.017406,0.017332,15.0,59.82
0.017388,0.017407,0.017332,9.0,54.39
0.017383,0.017407,0.017332,1.0,51.86
0.017385,0.017408,0.017332,4.0,52.81
0.017374,0.017408,0.017332,-4.0,47.29
0.017368,0.017408,0.017332,-7.0,44.56
0.017372,0.017408,0.017332,-2.0,46.77
0.017377,0.017407,0.017332,2.0,49.48
0.017397,0.017408,0.017332,13.0,58.56
0.017401,0.017409,0.017331,21.0,60.10
0.017394,0.017410,0.017331,35.0,56.16
0.017405,0.017412,0.017331,14.0,60.54
0.017402,0.017414,0.017332,13.0,58.82
0.017421,0.017417,0.017331,17.0,65.52
0.017413,0.017419,0.017331,4.0,61.02
0.017432,0.017425,0.017331,9.0,67.23
0.017450,0.017431,0.017329,8.0,71.81
0.017443,0.017435,0.017329,17.0,67.84
0.017418,0.017436,0.017330,4.0,55.94
0.017414,0.017437,0.017332,-8.0,54.30
0.017404,0.017437,0.017336,-15.0,50.32
